bid,ask
100.3,100.32
100.3,100.32
100.3,100.33
100.32,100.33
100.32,100.33
100.32,100.33
100.32,100.33
100.32,100.33
100.32,100.33
100.3,100.33
100.3,100.31
100.3,100.31
100.29,100.31
100.29,100.31
100.29,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.28,100.31
100.26,100.31
100.26,100.31
100.26,100.31
100.26,100.3
100.26,100.3
100.26,100.3
100.26,100.3
100.26,100.3
100.26,100.3
100.26,100.3
100.26,100.3
100.26,100.29
100.25,100.29
100.25,100.29
100.25,100.29
100.25,100.29
100.25,100.29
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.26,100.27
100.26,100.27
100.26,100.27
100.26,100.29
100.26,100.29
100.25,100.29
100.25,100.29
100.25,100.29
100.25,100.29
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.25,100.27
100.24,100.27
100.22,100.27
100.21,100.27
100.2,100.27
100.2,100.27
100.2,100.27
100.2,100.27
100.2,100.22
100.2,100.22
100.19,100.22
100.19,100.22
100.19,100.22
100.19,100.21
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.2
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.18,100.19
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.2
100.17,100.2
100.17,100.2
100.17,100.2
100.17,100.2
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.17,100.18
100.16,100.18
100.16,100.18
100.16,100.19
100.16,100.19
100.16,100.19
100.16,100.19
100.16,100.19
100.16,100.19
100.16,100.19
100.16,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.15,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.19
100.14,100.16
100.14,100.15
100.14,100.15
100.14,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.13,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.12,100.15
100.11,100.15
100.11,100.15
100.11,100.12
100.11,100.12
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.09,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.08,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.09
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.05,100.06
100.05,100.06
100.05,100.06
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.07,100.08
100.07,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.07,100.08
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.04
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.02,100.06
100.02,100.06
100.02,100.06
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.07
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.02,100.03
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.09
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.06,100.1
100.08,100.1
100.08,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.09,100.11
100.09,100.11
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.09,100.1
100.08,100.1
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.1,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.12
100.09,100.11
100.09,100.11
100.09,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.11
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.12
100.08,100.1
100.07,100.1
100.06,100.1
100.06,100.1
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.05,100.07
100.05,100.07
100.06,100.07
100.06,100.08
100.05,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.12
100.07,100.12
100.07,100.12
100.08,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.06,100.12
100.06,100.12
100.06,100.12
100.06,100.12
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.11
100.06,100.12
100.06,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.1,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.07,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.12
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.11,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.13
100.06,100.1
100.06,100.1
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.07
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.06,100.08
100.05,100.08
100.06,100.08
100.06,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.05,100.08
100.04,100.08
100.04,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.07,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.06,100.08
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.07
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.08
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.04,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.04,100.06
100.04,100.07
100.04,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.05,100.06
100.04,100.06
100.04,100.06
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.05
100.04,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.04,100.05
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.06
100.04,100.07
100.04,100.07
100.04,100.07
100.04,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.05,100.07
100.03,100.07
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.06
100.03,100.07
100.03,100.07
100.03,100.07
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.05
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.03,100.04
100.02,100.03
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
100.02,100.05
